Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
497.0,337,117,5,5.0,5.0,9.87,1,0.96
498.0,330,120,5,4.5,5.0,9.56,1,0.93
499.0,312,103,4,4.0,5.0,8.43,0,0.73
500.0,327,113,4,4.5,4.5,9.04,0,0.84
,306,99,2,2.1,2.5,8.31,1,0.54
,320,105,4,3.5,4.1,9.36,1,0.74
,320,106,4,3.4,4.3,9.42,1,0.7
,332,105,4,4.1,4.8,9.87,1,0.83
,296,105,4,4.8,4.7,9.83,0,0.4
,309,104,3,3.2,3.3,8.77,0,0.59
,302,107,4,4.6,4.4,9.63,0,0.51
,322,108,4,3.9,4.0,9.31,1,0.78
,303,101,2,2.7,2.8,8.54,0,0.51
,297,100,3,4.0,3.5,9.44,0,0.41
,310,109,4,4.6,4.5,9.59,0,0.61
,300,100,2,3.1,3.0,8.86,0,0.47
,312,108,4,4.3,4.3,9.4,0,0.63
,303,100,2,2.3,2.5,8.28,0,0.51
,300,102,3,3.8,3.6,9.19,0,0.48
,306,101,2,2.7,2.9,8.49,0,0.55
,316,104,3,3.2,3.4,9.0,1,0.67
,295,101,3,4.2,3.8,9.59,0,0.4
,301,98,1,2.1,2.3,8.05,1,0.49
,308,101,3,3.1,3.3,8.95,0,0.59
,300,98,2,2.3,2.4,8.35,0,0.46
,301,109,5,4.9,4.8,9.85,0,0.45
,311,101,2,2.6,3.0,8.67,1,0.61
,308,106,4,3.8,3.9,9.18,0,0.57
,318,105,3,3.5,3.7,9.2,1,0.71
,337,112,5,4.8,4.9,9.91,1,0.93
,318,104,3,3.3,3.9,9.28,1,0.72
,302,101,3,3.4,3.4,8.95,0,0.51
,331,109,5,4.3,4.7,9.83,1,0.86
,326,107,4,3.8,4.4,9.64,1,0.77
,322,105,4,3.7,4.2,9.62,1,0.76
,322,103,3,3.2,4.0,9.48,1,0.72
,320,103,4,3.3,4.3,9.53,1,0.71
,309,104,3,3.3,3.4,8.87,0,0.59
,315,101,2,2.7,3.2,9.1,1,0.66
,315,102,3,2.8,3.5,9.0,1,0.64
,307,99,2,2.0,2.5,8.45,1,0.55
,308,100,2,2.2,2.7,8.29,1,0.57
,306,107,4,4.5,4.3,9.53,0,0.55
,323,105,4,3.7,4.2,9.63,1,0.73
,312,104,3,3.3,3.6,8.97,1,0.63
,312,102,2,2.7,3.0,8.74,1,0.62
,293,97,2,3.8,3.1,9.47,0,0.37
,325,107,4,3.9,4.4,9.62,1,0.8
,307,103,3,3.2,3.4,8.79,0,0.56
,323,105,4,3.6,4.2,9.67,1,0.75
,320,104,3,3.1,3.8,9.25,1,0.69
,304,111,5,4.9,4.8,9.8,0,0.52
,310,103,3,3.1,3.4,8.86,0,0.6
,299,100,2,3.4,3.1,9.02,0,0.46
,311,103,3,3.2,3.4,8.86,0,0.61
,315,103,3,2.8,3.6,8.88,1,0.62
,304,102,3,3.2,3.1,8.81,0,0.51
,323,104,3,3.5,4.1,9.58,1,0.74
,328,104,4,3.9,4.5,9.82,1,0.78
,309,105,4,4.0,4.0,9.33,0,0.58
,324,106,4,3.7,4.1,9.58,1,0.76
,312,100,2,2.5,3.0,8.72,1,0.61
,297,98,2,2.6,2.4,8.64,0,0.42
,319,104,4,3.3,3.8,9.3,1,0.74
,298,97,2,2.2,2.4,8.57,0,0.43
,307,100,2,2.3,2.7,8.42,0,0.54
,325,107,4,3.8,4.2,9.55,1,0.79
,301,100,2,2.7,2.7,8.59,0,0.48
,313,103,2,2.8,3.3,8.86,1,0.64
,333,109,5,4.4,4.7,9.86,1,0.88
,322,106,4,3.7,4.1,9.44,1,0.73
,302,97,1,1.7,2.1,8.01,1,0.49
,313,102,3,3.0,3.6,9.02,1,0.66
,311,104,3,3.2,3.2,8.88,0,0.64
,319,104,3,3.2,3.6,9.2,1,0.72
,304,100,2,2.4,2.9,8.48,0,0.54
,292,95,1,2.2,2.0,8.98,0,0.36
,296,99,3,3.8,3.3,9.3,0,0.41
,325,106,4,3.8,4.4,9.67,1,0.77
,302,99,2,2.6,2.9,8.58,0,0.5
,301,98,2,2.1,2.5,8.49,0,0.48
,328,109,4,4.1,4.5,9.73,1,0.82
,313,102,2,2.9,3.4,9.0,1,0.64
,296,99,2,3.3,3.0,9.2,0,0.4
,301,103,4,4.2,4.1,9.51,0,0.46
,316,102,3,2.9,3.5,9.11,1,0.67
,329,107,4,4.1,4.5,9.78,1,0.84
,309,103,3,3.1,3.4,8.75,0,0.61
,312,108,4,4.4,4.3,9.46,0,0.66
,318,104,3,3.1,3.8,9.18,1,0.69
,325,106,4,3.8,4.6,9.65,1,0.79
,293,95,1,2.6,2.2,8.84,0,0.37
,312,108,4,4.4,4.3,9.42,0,0.67
,300,104,4,4.5,4.3,9.61,0,0.47
,321,108,4,3.9,3.9,9.32,1,0.74
,311,103,3,3.3,3.4,8.98,0,0.62
,301,100,2,2.6,2.7,8.65,0,0.48
,303,105,4,4.3,4.1,9.43,0,0.53
,322,105,3,3.5,3.9,9.41,1,0.75
,297,103,3,4.5,4.3,9.64,0,0.42
,308,104,3,3.6,3.7,9.12,0,0.57
,310,103,3,3.0,3.3,8.77,0,0.6
,313,105,3,3.4,3.6,9.07,0,0.64
,312,101,2,2.6,2.8,8.67,1,0.63
,330,110,5,4.4,4.7,9.76,1,0.86
,318,106,3,3.6,3.8,9.09,1,0.69
,300,101,3,3.6,3.5,9.15,0,0.48
,301,102,3,3.7,3.6,9.1,0,0.49
,308,104,3,3.4,3.5,8.97,0,0.57
,295,98,2,2.8,2.6,8.94,0,0.4
,303,103,3,3.8,3.6,9.22,0,0.51
,302,101,3,3.2,3.2,8.89,0,0.49
,307,104,3,3.3,3.4,8.85,0,0.57
,300,100,2,2.9,2.7,8.61,0,0.46
,306,99,2,2.1,2.5,8.25,1,0.55
,325,107,4,4.0,4.3,9.65,1,0.82
,294,95,1,1.6,1.6,7.97,0,0.38
,320,108,4,3.8,3.9,9.27,1,0.75
,294,97,2,3.6,3.0,9.35,0,0.38
,312,99,2,2.2,3.1,9.0,1,0.59
,311,102,2,2.5,3.0,8.49,1,0.6
,324,105,4,3.9,4.4,9.72,1,0.75
,315,101,2,2.6,3.3,8.95,1,0.63
,309,103,3,3.2,3.4,8.8,0,0.61
,337,113,5,4.8,4.9,9.9,1,0.92
,309,106,4,4.0,3.9,9.24,0,0.58
,312,102,3,2.8,3.3,8.88,1,0.64
,315,105,3,3.1,3.5,8.79,1,0.68
,321,105,3,3.4,4.0,9.3,1,0.73
,305,108,4,4.7,4.5,9.65,0,0.53
,325,106,4,3.8,4.2,9.59,1,0.77
,305,104,4,4.1,3.9,9.3,0,0.53
,306,103,3,3.5,3.3,8.92,0,0.56
,305,99,2,2.2,2.6,8.46,1,0.54
,300,97,1,2.0,2.2,8.35,0,0.45
,306,106,4,4.3,4.2,9.43,0,0.55
,313,104,3,3.2,3.5,8.93,1,0.65
,301,103,3,3.8,3.6,9.27,0,0.48
,299,98,2,2.2,2.3,8.38,0,0.44
,321,104,3,3.4,4.1,9.44,1,0.74
,307,102,3,3.2,3.3,8.78,0,0.6
,297,100,3,3.7,3.3,9.26,0,0.42
,325,106,4,3.8,4.2,9.59,1,0.79
,314,102,3,3.0,3.6,9.01,1,0.65
,316,106,3,3.5,3.7,9.15,1,0.67
,320,105,3,3.5,3.8,9.39,1,0.73
,326,103,4,3.6,4.6,9.83,1,0.74
,301,105,4,4.3,4.0,9.52,0,0.48
,308,102,3,2.8,3.4,8.79,1,0.6
,304,104,4,3.9,3.7,9.3,0,0.51
,295,96,1,1.7,1.7,8.11,0,0.4
,320,104,3,3.2,3.8,9.28,1,0.71
,308,102,3,3.1,3.2,8.66,0,0.59
,313,105,3,3.4,3.4,8.8,1,0.66
,299,100,3,3.6,3.3,9.19,0,0.44
,312,97,2,2.2,3.5,9.4,1,0.57
,311,100,2,2.3,3.3,8.89,1,0.59
,336,113,5,4.8,4.9,9.9,1,0.93
,319,106,4,3.5,3.8,9.17,1,0.72
,316,105,3,3.2,3.5,9.03,1,0.69
,293,100,4,4.7,4.4,9.81,0,0.37
,312,99,2,2.4,3.3,9.07,1,0.62
,306,99,2,2.1,2.5,8.24,1,0.56
,319,103,3,3.2,3.8,9.4,1,0.72
,318,104,3,3.3,3.7,9.21,1,0.72
,308,104,3,3.4,3.6,9.04,0,0.57
,313,99,2,2.5,3.2,9.05,1,0.59
,312,105,3,3.5,3.7,8.98,0,0.65
,321,108,4,3.8,4.3,9.42,1,0.73
,318,105,4,3.5,4.0,9.23,1,0.73
,298,100,3,3.5,3.2,9.24,0,0.43
,317,105,3,3.4,3.8,9.14,1,0.71
,295,96,2,2.5,2.6,8.87,0,0.4
,324,106,4,4.0,4.4,9.63,1,0.8
,324,106,4,3.6,4.3,9.64,1,0.76
,296,98,2,2.7,2.5,8.75,0,0.41
,296,96,1,2.1,2.1,8.43,0,0.4
,334,108,5,4.6,4.9,9.9,1,0.88
,319,102,3,3.1,3.9,9.51,1,0.68
,309,102,3,2.9,3.0,8.71,0,0.58
,305,101,2,2.4,2.6,8.39,0,0.54
,297,96,1,1.7,1.8,8.01,0,0.42
,316,106,4,3.7,3.8,9.15,1,0.68
,322,106,4,3.8,4.0,9.44,1,0.74
,335,107,4,4.6,4.9,9.91,1,0.9
,321,103,3,3.4,4.0,9.51,1,0.71
,321,105,4,3.2,4.0,9.34,1,0.73
,309,101,2,2.5,2.9,8.86,1,0.59
,334,110,5,4.5,4.8,9.87,1,0.88
,327,108,5,4.2,4.5,9.76,1,0.82
,330,109,5,4.4,4.6,9.82,1,0.85
,295,98,2,3.4,3.0,9.21,0,0.39
,314,106,4,3.8,3.9,9.07,0,0.69
,313,106,3,3.7,3.8,9.0,0,0.65
,298,100,3,3.5,3.2,9.22,0,0.43
,308,99,2,2.1,2.6,8.54,1,0.55
,304,100,2,2.5,2.7,8.61,0,0.5
,310,103,3,3.2,3.6,8.95,0,0.59
,310,103,3,3.3,3.4,9.03,0,0.59
,306,108,4,4.6,4.4,9.59,0,0.55
,305,102,3,3.1,3.1,8.69,0,0.53
,310,99,2,2.3,3.0,8.64,1,0.58
,319,106,3,3.7,4.0,9.4,1,0.71
,306,105,4,4.2,4.1,9.54,0,0.54
,327,108,4,4.1,4.6,9.72,1,0.82
,308,99,2,2.2,2.7,8.53,1,0.57
,312,101,2,2.8,3.3,9.01,1,0.64
,291,97,3,4.5,4.0,9.81,0,0.35
,299,102,3,4.1,3.7,9.34,0,0.45
,298,98,2,2.6,2.5,8.51,0,0.45
,298,100,2,3.4,3.1,9.16,0,0.43
,293,97,2,3.6,3.4,9.48,0,0.37
,308,104,4,3.9,3.8,9.14,0,0.58
,313,102,2,2.6,3.2,8.78,1,0.65
,297,101,3,4.2,3.9,9.52,0,0.42
,302,100,2,2.6,2.7,8.72,0,0.49
,297,98,2,2.7,2.7,8.88,0,0.42
,315,103,3,3.1,3.6,9.01,1,0.67
,296,102,4,4.6,4.3,9.68,0,0.4
,312,103,3,2.8,3.0,8.69,1,0.62
,309,102,3,2.9,3.0,8.52,0,0.6
,315,104,3,3.0,3.3,8.8,1,0.66
,301,105,4,4.5,4.3,9.62,0,0.48
,293,99,3,4.3,3.9,9.66,0,0.38
,307,102,3,3.1,3.2,8.75,0,0.59
,315,103,3,2.8,3.5,8.78,1,0.64
,323,104,4,3.7,4.4,9.66,1,0.78
,305,99,2,2.1,2.5,8.4,1,0.53
,296,97,1,2.2,2.1,8.41,0,0.42
,303,105,4,4.4,4.2,9.45,0,0.5
,296,101,3,4.2,3.8,9.55,0,0.41
,321,105,4,3.6,3.9,9.44,1,0.75
,299,100,3,3.5,3.2,9.23,0,0.45
,291,94,2,4.0,3.1,9.76,0,0.34
,312,101,3,2.8,3.3,9.12,1,0.62
,306,102,3,3.3,3.4,8.86,0,0.56
,308,103,3,3.4,3.5,8.88,0,0.6
,300,104,3,4.2,3.9,9.45,0,0.46
,323,105,3,3.3,4.1,9.56,1,0.75
,331,106,4,4.2,4.7,9.86,1,0.82
,300,102,3,3.7,3.3,9.16,0,0.47
,312,101,2,2.6,2.9,8.63,1,0.64
,298,100,3,3.7,3.3,9.3,0,0.43
,307,101,2,2.4,2.8,8.43,1,0.57
,329,109,5,4.2,4.6,9.79,1,0.84
,316,101,2,2.7,3.3,9.02,1,0.63
,322,102,3,3.4,4.0,9.61,1,0.73
,320,105,4,3.4,4.0,9.36,1,0.73
,334,108,5,4.5,4.8,9.88,1,0.89
,320,104,3,3.4,4.1,9.49,1,0.71
,303,103,3,3.8,3.5,9.18,0,0.51
,310,100,2,2.2,2.7,8.62,1,0.57
,292,96,2,3.4,2.8,9.44,0,0.36
,316,104,3,3.3,3.6,9.02,1,0.67
,304,102,3,3.4,3.4,9.03,0,0.49
,311,103,3,3.0,3.2,8.72,0,0.63
,307,105,4,4.0,4.1,9.37,0,0.57
,306,103,3,3.6,3.5,8.96,0,0.55
,327,107,4,4.2,4.5,9.72,1,0.81
,307,102,3,3.1,3.3,8.84,0,0.56
,308,100,2,2.8,2.9,8.64,1,0.6
,310,108,4,4.5,4.5,9.55,0,0.61
,305,102,3,3.1,3.2,8.74,0,0.54
,301,100,2,2.5,2.6,8.54,0,0.49
,296,98,2,2.8,2.4,8.8,0,0.41
,297,98,2,3.0,2.8,8.9,0,0.42
,304,107,4,4.7,4.5,9.7,0,0.52
,299,102,3,3.9,3.8,9.49,0,0.44
,312,101,2,2.6,3.0,8.69,1,0.6
,337,113,5,4.8,4.9,9.91,1,0.93
,297,111,5,5.0,4.9,9.9,0,0.42
,310,100,2,2.2,3.0,8.66,1,0.59
,326,107,4,4.1,4.4,9.74,1,0.82
,318,104,4,3.5,4.0,9.43,1,0.72
,316,104,4,3.4,3.8,9.2,0,0.68
,300,101,3,3.5,3.4,9.08,0,0.46
,327,105,4,4.0,4.6,9.78,1,0.8
,299,101,3,3.9,3.8,9.35,0,0.47
,323,105,3,3.6,4.2,9.59,1,0.74
,317,104,3,3.4,3.8,9.19,1,0.71
,321,104,3,3.4,4.0,9.5,1,0.71
,313,101,2,2.5,3.4,8.9,1,0.62
,303,99,2,2.2,2.4,8.39,0,0.51
,329,107,4,4.1,4.5,9.77,1,0.83
,337,112,5,4.7,4.9,9.91,1,0.92
,299,98,2,2.2,2.2,8.33,0,0.46
,303,102,3,3.2,3.2,8.92,0,0.5
,318,104,3,3.2,3.7,9.24,1,0.69
,337,114,5,4.9,4.9,9.91,1,0.94
,306,100,2,2.4,2.7,8.51,1,0.54
,302,100,2,2.5,2.8,8.57,0,0.49
,298,99,2,2.9,2.9,9.04,0,0.44
,301,97,1,1.8,2.2,8.12,1,0.46
,324,102,3,3.2,4.4,9.75,1,0.7
,319,103,3,3.2,3.8,9.38,1,0.71
,303,105,4,4.3,4.1,9.41,0,0.51
,308,100,2,2.3,2.5,8.48,1,0.57
,305,104,4,4.1,4.0,9.44,0,0.52
,306,102,2,2.9,2.9,8.53,0,0.56
,310,103,3,2.9,3.3,8.77,0,0.61
,297,99,2,2.7,2.5,8.73,0,0.43
,332,110,5,4.5,4.7,9.86,1,0.87
,308,104,3,3.3,3.4,8.8,0,0.59
,325,104,3,3.7,4.4,9.75,1,0.77
,314,104,3,3.2,3.6,8.97,1,0.68
,303,101,2,2.8,2.8,8.59,0,0.51
,306,101,2,2.5,3.0,8.66,0,0.55
,314,104,3,3.1,3.4,8.75,1,0.67
,313,107,4,4.2,4.1,9.38,0,0.69
,306,102,3,3.1,3.3,8.85,0,0.56
,315,103,3,2.8,3.4,8.88,1,0.66
,310,100,2,2.3,2.8,8.75,1,0.58
,309,102,2,2.8,3.0,8.55,0,0.59
,325,109,4,4.0,4.3,9.51,1,0.8
,306,103,3,3.7,3.5,9.1,0,0.54
,311,103,3,3.3,3.5,8.88,0,0.61
,316,105,3,3.5,3.8,9.18,1,0.68
,297,103,4,4.6,4.3,9.7,0,0.41
,298,97,2,2.5,2.4,8.43,0,0.44
,301,99,2,2.3,2.4,8.29,0,0.48
,303,98,2,2.1,2.2,8.23,0,0.5
,311,105,3,3.9,3.9,9.15,0,0.61
,305,105,4,4.1,4.1,9.34,0,0.56
,304,101,2,2.8,2.7,8.74,0,0.52
,321,105,4,3.6,4.1,9.47,1,0.75
,321,106,4,3.6,4.1,9.42,1,0.74
,308,99,2,2.1,2.5,8.51,1,0.54
,311,102,2,2.6,3.0,8.52,1,0.6
,306,104,3,3.7,3.7,9.09,0,0.56
,312,98,2,2.6,3.6,9.41,1,0.59
,305,101,2,2.9,3.0,8.91,0,0.54
,307,103,3,3.0,3.1,8.77,0,0.58
,304,102,3,3.5,3.4,8.97,0,0.52
,301,100,2,2.9,2.8,8.7,0,0.49
,300,102,3,3.9,3.6,9.21,0,0.47
,298,100,2,3.4,3.0,9.03,0,0.44
,317,104,3,3.1,3.7,9.16,1,0.67
,296,98,2,2.9,2.6,8.87,0,0.41
,307,103,3,3.6,3.7,9.07,0,0.59
,310,100,2,2.3,2.8,8.7,1,0.58
,321,104,4,3.6,4.1,9.45,1,0.72
,304,101,2,2.7,2.8,8.59,0,0.51
,307,103,3,2.9,3.3,8.69,0,0.57
,302,105,4,4.5,4.2,9.51,0,0.5
,306,102,3,3.1,3.3,9.0,0,0.54
,300,98,2,2.5,2.6,8.73,0,0.47
,324,106,4,3.7,4.3,9.59,1,0.78
,317,104,3,3.3,3.7,9.15,1,0.7
,298,101,3,3.8,3.6,9.34,0,0.43
,302,97,1,1.6,1.9,8.09,1,0.48
,316,105,3,3.3,3.6,9.02,1,0.69
,335,108,5,4.4,4.9,9.9,1,0.87
,316,105,3,3.5,3.5,9.04,1,0.68
,297,100,3,3.6,3.3,9.3,0,0.42
,321,105,4,3.4,3.9,9.36,1,0.75
,304,100,2,3.0,3.1,8.84,0,0.53
,331,107,4,4.2,4.6,9.84,1,0.84
,315,103,3,2.9,3.4,9.04,1,0.65
,315,100,2,2.7,3.6,9.33,1,0.62
,304,111,5,4.9,4.9,9.85,0,0.52
,312,103,3,3.1,3.6,9.12,0,0.63
,304,103,3,3.7,3.5,9.12,0,0.53
,328,105,4,3.7,4.5,9.78,1,0.77
,306,101,2,2.5,2.7,8.39,0,0.55
,310,100,2,2.3,3.0,8.87,1,0.58
,314,101,2,2.7,3.5,9.14,1,0.64
,302,101,2,2.7,2.6,8.65,0,0.49
,304,99,2,2.3,2.6,8.42,0,0.54
,320,101,3,3.1,3.9,9.58,1,0.67
,315,106,4,3.4,3.8,9.04,1,0.68
,317,103,3,2.9,3.6,9.24,1,0.64
,335,112,5,4.7,4.8,9.89,1,0.91
,297,98,2,2.9,2.6,8.79,0,0.43
,308,100,2,2.4,3.0,8.59,1,0.58
,325,104,4,3.8,4.4,9.74,1,0.75
,300,101,3,3.8,3.5,9.29,0,0.45
,309,102,3,3.3,3.6,9.06,0,0.61
,300,99,2,2.7,2.8,8.53,0,0.47
,300,101,3,3.7,3.4,9.19,0,0.45
,306,100,2,2.7,3.0,8.66,0,0.54
,302,98,2,2.0,2.3,8.04,1,0.5
,316,105,3,3.3,3.6,9.07,1,0.67
,313,102,2,2.6,3.2,8.75,1,0.61
,331,107,4,4.1,4.7,9.86,1,0.83
,313,100,2,2.5,3.3,9.01,1,0.59
,311,101,2,2.7,3.3,9.05,1,0.63
,297,99,2,2.9,2.7,8.75,0,0.43
,310,108,4,4.5,4.5,9.57,0,0.59
,329,111,5,4.5,4.7,9.75,1,0.85
,335,110,5,4.6,4.9,9.89,1,0.89
,303,97,1,1.9,2.2,8.18,1,0.51
,301,103,3,4.0,3.8,9.32,0,0.47
,315,104,3,3.4,3.6,9.15,1,0.67
,296,96,1,2.0,2.0,8.36,0,0.4
,311,107,4,4.2,4.3,9.48,0,0.66
,326,104,4,3.7,4.5,9.78,1,0.8
,300,98,2,2.2,2.3,8.31,0,0.47
,300,100,2,2.8,2.8,8.76,0,0.47
,332,111,5,4.5,4.7,9.85,1,0.87
,311,103,2,2.8,3.1,8.54,1,0.62
,298,99,2,3.2,3.0,8.96,0,0.43
,301,102,3,3.7,3.5,9.16,0,0.48
,312,100,2,2.6,3.5,9.04,1,0.63
,299,100,3,3.5,3.4,9.19,0,0.44
,318,105,3,3.3,3.8,9.1,1,0.71
,296,96,1,1.9,1.9,8.14,0,0.42
,324,107,4,4.1,4.2,9.66,1,0.76
,304,101,3,3.0,3.2,8.81,0,0.53
,313,102,3,2.9,3.2,8.86,1,0.64
,318,104,3,3.3,3.8,9.23,1,0.69
,311,102,3,2.8,3.3,8.69,1,0.62
,306,102,3,3.7,3.6,9.13,0,0.55
,302,101,2,2.8,2.8,8.63,0,0.49
,327,108,4,4.1,4.5,9.68,1,0.81
,309,101,2,2.6,2.9,8.48,1,0.61
,307,100,2,2.2,2.6,8.35,1,0.54
,298,98,2,2.4,2.5,8.44,0,0.43
,331,112,5,4.6,4.6,9.76,1,0.89
,335,111,5,4.7,4.9,9.9,1,0.91
,325,105,4,3.8,4.2,9.69,1,0.77
,312,103,2,2.7,3.0,8.65,1,0.64
,314,104,3,3.6,4.0,9.11,1,0.68
,306,98,2,2.1,3.0,8.6,1,0.53
,306,100,2,2.3,2.6,8.33,0,0.56
,307,104,3,3.7,3.5,8.95,0,0.57
,318,108,4,3.9,3.9,9.13,1,0.72
,307,103,3,3.3,3.3,8.8,0,0.57
,313,104,3,3.4,3.7,9.03,1,0.66
,319,103,3,3.4,3.9,9.35,1,0.7
,319,103,3,3.2,4.0,9.38,1,0.72
,316,107,4,3.9,4.0,9.17,0,0.7
,330,111,5,4.4,4.6,9.75,1,0.86
,304,104,4,4.2,4.1,9.44,0,0.53
,294,97,2,3.2,2.8,9.1,0,0.38
,311,102,3,2.7,2.9,8.71,1,0.62
,317,105,3,3.6,3.7,9.31,1,0.71
,298,100,3,3.6,3.4,9.17,0,0.45
,305,97,1,1.8,2.6,8.6,1,0.52
,311,105,3,3.9,4.0,9.27,0,0.63
,310,100,2,2.3,2.7,8.65,1,0.57
,293,95,1,2.2,1.9,8.58,0,0.38
,315,105,3,3.6,3.8,9.02,1,0.72
,302,98,1,2.0,2.1,8.16,0,0.48
,313,104,3,3.2,3.5,9.05,0,0.62
,316,100,2,2.7,3.8,9.33,1,0.65
,303,105,4,4.1,4.1,9.37,0,0.52
,324,104,4,3.7,4.4,9.66,1,0.76
,305,107,4,4.5,4.4,9.58,0,0.53
,300,98,2,2.0,2.1,8.37,0,0.46
,324,108,4,4.0,4.2,9.48,1,0.8
,314,102,3,2.8,3.5,9.06,1,0.64
,299,106,4,4.7,4.5,9.73,0,0.44
,296,98,2,3.1,2.7,9.02,0,0.4
,308,99,2,2.2,2.8,8.7,1,0.56
,301,104,4,4.2,4.1,9.44,0,0.48
,303,98,2,2.0,2.2,8.14,0,0.51
,302,101,3,3.1,3.2,8.98,0,0.49
,301,100,3,3.1,2.9,8.84,0,0.48
,308,101,3,2.9,3.3,8.89,0,0.57
,301,102,3,3.8,3.6,9.28,0,0.47
,306,101,2,2.7,3.0,8.51,0,0.54
,334,110,5,4.5,4.8,9.88,1,0.9
,326,108,4,4.2,4.4,9.67,1,0.82
,309,103,3,3.2,3.4,8.85,0,0.61
,323,106,3,3.5,4.0,9.45,1,0.75
,306,101,2,2.8,3.0,8.59,0,0.56
,323,106,4,3.6,4.2,9.52,1,0.75
,316,102,3,3.1,3.6,9.19,1,0.69
,314,104,3,3.0,3.3,8.78,1,0.67
,300,99,2,2.5,2.6,8.41,0,0.47
,304,101,2,2.8,2.7,8.57,0,0.53
,312,103,2,2.7,3.3,8.7,1,0.63
,317,105,3,3.3,3.7,9.12,1,0.7
,305,101,2,2.9,3.3,8.66,0,0.55
,314,104,3,3.1,3.3,9.02,1,0.66
,294,97,2,2.8,2.4,8.99,0,0.38
,313,101,2,2.6,3.1,8.96,1,0.63
,293,96,2,2.9,2.5,8.97,0,0.37
,301,102,3,3.8,3.5,9.28,0,0.47
,328,106,4,3.8,4.5,9.79,1,0.76
,303,98,2,2.2,2.6,8.31,0,0.5
,324,105,4,3.5,4.2,9.53,1,0.75
,306,99,2,2.2,2.5,8.29,1,0.54
,311,100,2,2.3,3.1,8.92,1,0.58
,293,96,2,2.8,2.4,9.11,0,0.37
,329,110,5,4.3,4.5,9.67,1,0.85
,322,105,3,3.6,4.1,9.49,1,0.75
,317,102,3,3.2,3.9,9.37,1,0.68
,329,103,4,3.7,4.6,9.83,1,0.81
,312,106,4,3.9,3.8,9.21,0,0.65
,295,95,1,1.7,1.7,8.15,0,0.4
,298,97,1,2.0,2.1,8.33,0,0.45
,296,105,4,4.8,4.6,9.8,0,0.4
,317,104,3,3.1,3.6,9.0,1,0.68
,321,103,4,3.7,4.4,9.72,1,0.75
,315,100,2,2.5,3.2,9.2,1,0.61
,309,102,2,2.6,3.2,8.64,1,0.61
,296,97,2,2.9,2.7,8.95,0,0.41
,301,103,4,4.2,4.0,9.4,0,0.48
,320,104,3,3.3,3.8,9.23,1,0.72
,294,100,3,4.2,3.7,9.63,0,0.37
,313,103,3,2.9,3.3,8.78,1,0.64
,314,103,3,3.1,3.3,8.83,1,0.65
,316,102,3,3.1,3.6,9.04,1,0.68
,308,102,2,2.5,2.9,8.4,1,0.59
,337,113,5,4.8,4.9,9.91,1,0.93
,310,100,2,2.3,2.9,8.58,1,0.59
,303,97,1,2.0,2.2,8.56,1,0.5
,299,96,1,1.6,1.8,7.99,1,0.45
,313,101,2,2.6,3.1,8.87,1,0.62
,308,103,3,3.5,3.5,8.98,0,0.56
,323,108,4,4.1,4.3,9.56,1,0.8
,314,105,3,3.4,3.6,8.93,0,0.66
,306,104,3,3.8,3.7,9.08,0,0.57
,306,100,2,2.6,2.7,8.47,0,0.53
,297,99,2,3.3,3.0,9.15,0,0.42
,309,104,3,3.3,3.5,8.87,0,0.59
,308,107,4,4.4,4.4,9.51,0,0.57
,300,103,4,4.3,4.0,9.5,0,0.47
,303,101,2,2.8,2.9,8.66,0,0.5
,307,104,3,3.6,3.6,8.97,0,0.58
,295,98,2,3.3,3.3,9.24,0,0.39
,305,97,1,1.7,2.3,8.58,1,0.49
,327,108,4,4.0,4.5,9.68,1,0.81
,310,103,3,3.1,3.3,8.87,0,0.6
,327,103,4,3.9,4.5,9.85,1,0.75
,320,98,2,2.6,3.9,9.7,1,0.64
,307,102,3,3.3,3.4,8.98,0,0.57
,324,103,4,3.5,4.4,9.69,1,0.76
,316,99,2,2.4,3.6,9.35,1,0.61
,324,106,4,3.7,4.4,9.61,1,0.77
,312,102,2,2.6,3.0,8.56,1,0.62
,313,103,3,3.1,3.4,8.93,1,0.63
,302,102,3,3.7,3.6,9.24,0,0.49
,301,108,4,4.7,4.5,9.75,0,0.45
,315,102,2,2.6,3.4,8.99,1,0.62
,299,102,3,4.1,4.0,9.49,0,0.45
,298,99,2,3.1,2.9,8.91,0,0.44
,295,99,2,3.6,3.4,9.31,0,0.4
,307,100,2,2.4,2.7,8.29,1,0.55
,332,112,5,4.7,4.8,9.85,1,0.89
,298,97,1,1.8,2.0,8.14,0,0.44
,317,103,3,2.7,3.5,8.96,1,0.67
,309,101,2,2.6,2.9,8.6,1,0.58
,312,101,2,2.7,3.2,8.8,1,0.62
,315,103,3,2.9,3.2,8.78,1,0.66
,310,99,2,2.4,3.1,8.95,1,0.59
,336,108,5,4.7,5.0,9.91,1,0.91
,311,103,3,3.1,3.3,8.71,0,0.64
,301,99,2,2.4,2.5,8.39,0,0.49
,313,104,3,3.2,3.7,9.17,1,0.63
,327,107,4,4.3,4.7,9.81,1,0.82
,316,103,3,3.2,3.6,9.07,1,0.68
,308,101,2,2.5,2.9,8.62,0,0.56
,318,102,3,2.9,3.6,9.23,1,0.69
,323,106,4,3.7,4.3,9.58,1,0.78
,306,103,3,3.3,3.4,8.94,0,0.54
